dir,file,ts,frame,x,y,z,v
jc,log2.json,1679416588312,10,-0.7004952430725098,1.117120385169983,0.0,0.5478743314743042
jc,log2.json,1679416588312,10,-0.3525368273258209,1.5725656747817993,0.0,0.5478743314743042
jc,log2.json,1679416588312,10,-0.1831360161304474,5.857490062713623,0.0,0.5478743314743042
jc,log2.json,1679416588312,10,-0.6592896580696106,1.141923189163208,0.0,-0.5478743314743042
jc,log2.json,1679416588312,10,0.0,5.860352516174316,0.0,-0.5478743314743042
jc,log2.json,1679416588345,11,-0.2747040390968323,1.4391041994094849,0.0,0.5478743314743042
jc,log2.json,1679416588345,11,-0.3662720322608948,5.848895072937012,0.0,0.5478743314743042
jc,log2.json,1679416588345,11,-0.28843921422958374,1.2866445779800415,0.0,-0.5478743314743042
jc,log2.json,1679416588345,11,-0.5494080781936646,5.834542274475098,0.0,-0.5478743314743042
jc,log2.json,1679416588379,12,-0.6592896580696106,1.141923189163208,0.0,0.5478743314743042
jc,log2.json,1679416588379,12,-0.5768784284591675,1.1856907606124878,0.0,-0.5478743314743042
jc,log2.json,1679416588411,13,-0.4578400254249573,1.391713261604309,0.0,0.5478743314743042
jc,log2.json,1679416588411,13,-0.5494080781936646,5.834542274475098,0.0,0.5478743314743042
jc,log2.json,1679416588411,13,-0.5036240220069885,1.3758074045181274,0.0,-0.5478743314743042
jc,log2.json,1679416588445,14,1.401298464324817e-45,3.8588210193832474e-34,0.0,1.7459506242224345e-39
jc,log2.json,1679416588479,15,-0.3204880356788635,1.4296050071716309,0.0,0.5478743314743042
jc,log2.json,1679416588479,15,2.403660297393799,4.5295515060424805,0.0,0.5478743314743042
jc,log2.json,1679416588479,15,2.403660297393799,4.5295515060424805,0.0,-0.5478743314743042
jc,log2.json,1679416588512,16,-0.20144961774349213,1.598956823348999,0.0,0.5478743314743042
jc,log2.json,1679416588512,16,2.403660297393799,4.5295515060424805,0.0,0.5478743314743042
jc,log2.json,1679416588512,16,-0.37542882561683655,5.995117664337158,0.0,0.5478743314743042
jc,log2.json,1679416588512,16,-0.6592896580696106,1.141923189163208,0.0,-0.5478743314743042
jc,log2.json,1679416588512,16,2.403660297393799,4.5295515060424805,0.0,-0.5478743314743042
jc,log2.json,1679416588512,16,-0.37542882561683655,5.995117664337158,0.0,-0.5478743314743042
jc,log2.json,1679416588546,17,-0.5036240220069885,1.3758074045181274,0.0,0.5478743314743042
jc,log2.json,1679416588546,17,-7.14230489730835,5.124537944793701,0.0,0.5478743314743042
jc,log2.json,1679416588546,17,-0.5951920747756958,1.3387417793273926,0.0,-0.5478743314743042
jc,log2.json,1679416588546,17,-7.417008876800537,4.718197345733643,0.0,-0.5478743314743042
jc,log2.json,1679416588579,18,-0.5768784284591675,1.1856907606124878,0.0,0.5478743314743042
jc,log2.json,1679416588579,18,-0.3662720322608948,5.848895072937012,0.0,0.5478743314743042
jc,log2.json,1679416588579,18,-0.6592896580696106,1.141923189163208,0.0,-0.5478743314743042
jc,log2.json,1679416588579,18,-0.3662720322608948,5.848895072937012,0.0,-0.5478743314743042
jc,log2.json,1679416588579,18,-7.417008876800537,4.718197345733643,0.0,-0.5478743314743042
jc,log2.json,1679416588612,19,-0.7417008876800537,1.0901978015899658,0.0,0.5478743314743042
jc,log2.json,1679416588612,19,2.08317232131958,4.685596466064453,0.0,0.5478743314743042
jc,log2.json,1679416588612,19,3.5574169158935547,4.090249538421631,0.0,0.5478743314743042
jc,log2.json,1679416588612,19,-0.7417008876800537,1.0901978015899658,0.0,-0.5478743314743042
jc,log2.json,1679416588612,19,-0.6592896580696106,1.629807710647583,0.0,-0.5478743314743042
jc,log2.json,1679416588612,19,-6.867600917816162,5.487208843231201,0.0,-0.5478743314743042
jc,log2.json,1679416588646,20,1.9229282140731812,4.753605842590332,0.0,0.5478743314743042
jc,log2.json,1679416588646,20,-0.7004952430725098,1.117120385169983,0.0,-0.5478743314743042
jc,log2.json,1679416588646,20,1.9229282140731812,4.753605842590332,0.0,-0.5478743314743042
jc,log2.json,1679416588680,21,-0.5036240220069885,1.3758074045181274,0.0,0.5478743314743042
jc,log2.json,1679416588680,21,1.9229282140731812,4.753605842590332,0.0,0.5478743314743042
jc,log2.json,1679416588680,21,3.296448230743408,4.84532356262207,0.0,0.5478743314743042
jc,log2.json,1679416588680,21,-0.5494080781936646,1.3581730127334595,0.0,-0.5478743314743042
jc,log2.json,1679416588680,21,1.9229282140731812,4.753605842590332,0.0,-0.5478743314743042
jc,log2.json,1679416588680,21,1.964133858680725,5.3656487464904785,0.0,-0.5478743314743042
jc,log2.json,1679416588712,22,-0.25181201100349426,1.5918025970458984,0.0,0.5478743314743042
jc,log2.json,1679416588712,22,1.9229282140731812,4.753605842590332,0.0,0.5478743314743042
jc,log2.json,1679416588712,22,0.17397922277450562,5.564615726470947,0.0,0.5478743314743042
jc,log2.json,1679416588712,22,-1.5017153024673462,5.816118240356445,0.0,0.5478743314743042
jc,log2.json,1679416588712,22,-0.25181201100349426,1.5918025970458984,0.0,-0.5478743314743042
jc,log2.json,1679416588712,22,2.08317232131958,4.685596466064453,0.0,-0.5478743314743042
jc,log2.json,1679416588712,22,3.0354795455932617,4.840854644775391,0.0,-0.5478743314743042
jc,log2.json,1679416588712,22,-0.7691712379455566,6.105107307434082,0.0,-0.5478743314743042
jc,log2.json,1679416588745,23,-0.6180840730667114,1.1647417545318604,0.0,0.5478743314743042
jc,log2.json,1679416588745,23,2.08317232131958,4.685596466064453,0.0,0.5478743314743042
jc,log2.json,1679416588745,23,-0.6180840730667114,1.1647417545318604,0.0,-0.5478743314743042
jc,log2.json,1679416588745,23,2.08317232131958,4.685596466064453,0.0,-0.5478743314743042
jc,log2.json,1679416588778,24,-0.6180840730667114,1.1647417545318604,0.0,0.5478743314743042
jc,log2.json,1679416588778,24,-0.6592896580696106,1.141923189163208,0.0,-0.5478743314743042
jc,log2.json,1679416588778,24,1.9229282140731812,4.753605842590332,0.0,-0.5478743314743042
jc,log2.json,1679416588812,25,-0.5494080781936646,5.834542274475098,0.0,0.5478743314743042
jc,log2.json,1679416588812,25,2.2434163093566895,4.611019611358643,0.0,-0.5478743314743042
jc,log2.json,1679416588844,26,2.403660297393799,4.5295515060424805,0.0,0.5478743314743042
jc,log2.json,1679416588844,26,2.403660297393799,4.5295515060424805,0.0,-0.5478743314743042
jc,log2.json,1679416588913,27,-0.6180840730667114,1.1647417545318604,0.0,0.5478743314743042
jc,log2.json,1679416588913,27,-0.6043488383293152,1.6509689092636108,0.0,0.5478743314743042
jc,log2.json,1679416588913,27,0.5082024335861206,5.396951198577881,0.0,0.5478743314743042
jc,log2.json,1679416588913,27,-0.7325440645217896,5.814388275146484,0.0,0.5478743314743042
jc,log2.json,1679416588913,27,-0.6180840730667114,1.1647417545318604,0.0,-0.5478743314743042
jc,log2.json,1679416588913,27,0.33880162239074707,5.410228252410889,0.0,-0.5478743314743042
jc,log2.json,1679416588913,27,-0.5494080781936646,5.834542274475098,0.0,-0.5478743314743042
jc,log2.json,1679416588945,28,-0.6592896580696106,1.141923189163208,0.0,0.5478743314743042
jc,log2.json,1679416588945,28,-0.34795844554901123,5.556450843811035,0.0,0.5478743314743042
jc,log2.json,1679416588945,28,-1.098816156387329,5.7564167976379395,0.0,0.5478743314743042
jc,log2.json,1679416588945,28,-0.6592896580696106,1.141923189163208,0.0,-0.5478743314743042
jc,log2.json,1679416588945,28,2.801980972290039,4.468481540679932,0.0,-0.5478743314743042
jc,log2.json,1679416588945,28,-1.098816156387329,5.7564167976379395,0.0,-0.5478743314743042
jc,log2.json,1679416588978,29,-0.6592896580696106,1.141923189163208,0.0,0.5478743314743042
jc,log2.json,1679416588978,29,-0.6592896580696106,1.141923189163208,0.0,-0.5478743314743042
jc,log2.json,1679416589011,30,-0.7417008876800537,1.0901978015899658,0.0,0.5478743314743042
jc,log2.json,1679416589011,30,-0.7004952430725098,1.117120385169983,0.0,-0.5478743314743042
jc,log2.json,1679416589045,31,1.401298464324817e-45,3.8588210193832474e-34,0.0,1.7459506242224345e-39
jc,log2.json,1679416589080,32,-0.5951920747756958,1.3387417793273926,0.0,0.5478743314743042
jc,log2.json,1679416589080,32,-0.412056028842926,1.2525418996810913,0.0,-0.5478743314743042
jc,log2.json,1679416589112,33,-0.6592896580696106,1.141923189163208,0.0,0.5478743314743042
jc,log2.json,1679416589112,33,-0.9156800508499146,5.788372993469238,0.0,0.5478743314743042
jc,log2.json,1679416589112,33,-6.592896938323975,5.814388751983643,0.0,0.5478743314743042
jc,log2.json,1679416589112,33,-0.7004952430725098,1.117120385169983,0.0,-0.5478743314743042
jc,log2.json,1679416589112,33,-0.6043488383293152,1.6509689092636108,0.0,-0.5478743314743042
jc,log2.json,1679416589112,33,-0.9156800508499146,5.788372993469238,0.0,-0.5478743314743042
jc,log2.json,1679416589112,33,-6.0434889793396,6.383545398712158,0.0,-0.5478743314743042
jc,log2.json,1679416589146,34,-0.6180840730667114,1.1647417545318604,0.0,0.5478743314743042
jc,log2.json,1679416589146,34,-6.592896938323975,5.814388751983643,0.0,0.5478743314743042
jc,log2.json,1679416589146,34,-0.5768784284591675,1.1856907606124878,0.0,-0.5478743314743042
jc,log2.json,1679416589179,35,-0.7004952430725098,1.117120385169983,0.0,0.5478743314743042
jc,log2.json,1679416589179,35,-0.1831360161304474,5.857490062713623,0.0,0.5478743314743042
jc,log2.json,1679416589179,35,-7.14230489730835,5.124537944793701,0.0,0.5478743314743042
jc,log2.json,1679416589179,35,-0.49446725845336914,1.2223557233810425,0.0,-0.5478743314743042
jc,log2.json,1679416589179,35,-0.1831360161304474,5.857490062713623,0.0,-0.5478743314743042
jc,log2.json,1679416589212,36,-0.3296448290348053,1.276708960533142,0.0,0.5478743314743042
jc,log2.json,1679416589212,36,0.18771441280841827,6.003927707672119,0.0,0.5478743314743042
jc,log2.json,1679416589212,36,2.646315336227417,4.220232009887695,0.0,-0.5478743314743042
jc,log2.json,1679416589212,36,1.9778690338134766,4.88942289352417,0.0,-0.5478743314743042
jc,log2.json,1679416589212,36,0.18771441280841827,6.003927707672119,0.0,-0.5478743314743042
jc,log2.json,1679416589246,37,-0.412056028842926,1.2525418996810913,0.0,0.5478743314743042
jc,log2.json,1679416589246,37,2.646315336227417,4.220232009887695,0.0,0.5478743314743042
jc,log2.json,1679416589246,37,0.0,6.006861209869385,0.0,0.5478743314743042
jc,log2.json,1679416589246,37,-0.4532616436481476,1.2382266521453857,0.0,-0.5478743314743042
jc,log2.json,1679416589246,37,-0.18771441280841827,6.003927707672119,0.0,-0.5478743314743042
jc,log2.json,1679416589279,38,-0.49446725845336914,1.2223557233810425,0.0,0.5478743314743042
jc,log2.json,1679416589279,38,-6.592896938323975,5.814388751983643,0.0,0.5478743314743042
jc,log2.json,1679416589279,38,-0.4532616436481476,1.2382266521453857,0.0,-0.5478743314743042
jc,log2.json,1679416589279,38,0.6776032447814941,5.37830924987793,0.0,-0.5478743314743042
jc,log2.json,1679416589279,38,-0.7508576512336731,5.959748268127441,0.0,-0.5478743314743042
jc,log2.json,1679416589279,38,-6.592896938323975,5.814388751983643,0.0,-0.5478743314743042
jc,log2.json,1679416589313,39,-0.6592896580696106,1.141923189163208,0.0,0.5478743314743042
jc,log2.json,1679416589313,39,-7.14230489730835,5.124537944793701,0.0,0.5478743314743042
jc,log2.json,1679416589313,39,-0.6592896580696106,1.141923189163208,0.0,-0.5478743314743042
jc,log2.json,1679416589313,39,0.16940081119537354,5.418178558349609,0.0,-0.5478743314743042
jc,log2.json,1679416589313,39,-7.14230489730835,5.124537944793701,0.0,-0.5478743314743042
jc,log2.json,1679416589346,40,-0.6592896580696106,1.141923189163208,0.0,0.5478743314743042
jc,log2.json,1679416589346,40,2.403660297393799,4.5295515060424805,0.0,0.5478743314743042
jc,log2.json,1679416589346,40,-7.417008876800537,4.718197345733643,0.0,0.5478743314743042
jc,log2.json,1679416589346,40,-0.6180840730667114,1.1647417545318604,0.0,-0.5478743314743042
jc,log2.json,1679416589346,40,2.2434163093566895,4.611019611358643,0.0,-0.5478743314743042
jc,log2.json,1679416589346,40,-7.417008876800537,4.718197345733643,0.0,-0.5478743314743042
jc,log2.json,1679416589378,41,-0.8698960542678833,1.1788825988769531,0.0,0.5478743314743042
jc,log2.json,1679416589378,41,1.9229282140731812,4.753605842590332,0.0,0.5478743314743042
jc,log2.json,1679416589378,41,-7.417008876800537,4.718197345733643,0.0,0.5478743314743042
jc,log2.json,1679416589378,41,-0.7004952430725098,1.117120385169983,0.0,-0.5478743314743042
jc,log2.json,1679416589378,41,1.9229282140731812,4.753605842590332,0.0,-0.5478743314743042
jc,log2.json,1679416589412,42,2.7241482734680176,4.344357013702393,0.0,-0.5478743314743042
jc,log2.json,1679416589412,42,-0.4807320535182953,5.105224609375,0.0,-0.5478743314743042
jc,log2.json,1679416589446,43,-0.824112057685852,1.0293155908584595,0.0,0.5478743314743042
jc,log2.json,1679416589446,43,-0.7050736546516418,1.449177622795105,0.0,0.5478743314743042
jc,log2.json,1679416589446,43,-7.14230489730835,5.124537944793701,0.0,0.5478743314743042
jc,log2.json,1679416589446,43,0.3204880356788635,5.117783546447754,0.0,-0.5478743314743042
jc,log2.json,1679416589446,43,-7.417008876800537,4.718197345733643,0.0,-0.5478743314743042
jc,log2.json,1679416589479,44,-7.691713333129883,4.255696773529053,0.0,0.5478743314743042
jc,log2.json,1679416589479,44,-0.6592896580696106,5.232949256896973,0.0,-0.5478743314743042
jc,log2.json,1679416589479,44,-1.098816156387329,5.7564167976379395,0.0,-0.5478743314743042
jc,log2.json,1679416589479,44,-7.691713333129883,4.255696773529053,0.0,-0.5478743314743042
jc,log2.json,1679416589512,45,1.5566561222076416,4.73182487487793,0.0,0.5478743314743042
jc,log2.json,1679416589512,45,-1.098816156387329,5.7564167976379395,0.0,0.5478743314743042
jc,log2.json,1679416589512,45,1.4009904861450195,4.780226707458496,0.0,-0.5478743314743042
jc,log2.json,1679416589512,45,-1.098816156387329,5.7564167976379395,0.0,-0.5478743314743042
jc,log2.json,1679416589546,46,-0.7829064726829529,1.060994267463684,0.0,0.5478743314743042
jc,log2.json,1679416589546,46,1.4009904861450195,4.780226707458496,0.0,0.5478743314743042
jc,log2.json,1679416589579,47,1.1217081546783447,5.003617763519287,0.0,0.5478743314743042
jc,log2.json,1679416589579,47,-1.648224115371704,5.623796463012695,0.0,0.5478743314743042
jc,log2.json,1679416589579,47,5.677216529846191,1.4535961151123047,0.0,0.5478743314743042
jc,log2.json,1679416589579,47,-0.7417008876800537,1.0901978015899658,0.0,-0.5478743314743042
jc,log2.json,1679416589579,47,1.1217081546783447,5.003617763519287,0.0,-0.5478743314743042
jc,log2.json,1679416589579,47,-1.648224115371704,5.623796463012695,0.0,-0.5478743314743042
jc,log2.json,1679416589613,48,1.6024401187896729,4.870996475219727,0.0,0.5478743314743042
jc,log2.json,1679416589613,48,-0.5494080781936646,5.834542274475098,0.0,0.5478743314743042
jc,log2.json,1679416589613,48,3.662720203399658,4.57473611831665,0.0,0.5478743314743042
jc,log2.json,1679416589613,48,1.6024401187896729,4.870996475219727,0.0,-0.5478743314743042
jc,log2.json,1679416589613,48,-0.7325440645217896,5.814388275146484,0.0,-0.5478743314743042
jc,log2.json,1679416589645,49,-0.5951920747756958,1.3387417793273926,0.0,0.5478743314743042
jc,log2.json,1679416589645,49,2.2434163093566895,4.611019611358643,0.0,0.5478743314743042
jc,log2.json,1679416589645,49,-0.5494080781936646,5.834542274475098,0.0,0.5478743314743042
jc,log2.json,1679416589645,49,-0.5951920747756958,1.3387417793273926,0.0,-0.5478743314743042
jc,log2.json,1679416589645,49,2.2434163093566895,4.611019611358643,0.0,-0.5478743314743042
jc,log2.json,1679416589645,49,-0.7325440645217896,5.814388275146484,0.0,-0.5478743314743042
jc,log2.json,1679416589678,50,-0.4578400254249573,1.391713261604309,0.0,0.5478743314743042
jc,log2.json,1679416589678,50,-0.4578400254249573,1.391713261604309,0.0,-0.5478743314743042
jc,log2.json,1679416589678,50,-0.33880162239074707,5.410228252410889,0.0,-0.5478743314743042
jc,log2.json,1679416589712,51,-0.16940081119537354,5.418178558349609,0.0,0.5478743314743042
jc,log2.json,1679416589712,51,-0.5494080781936646,1.3581730127334595,0.0,-0.5478743314743042
jc,log2.json,1679416589745,52,-0.9156800508499146,5.788372993469238,0.0,0.5478743314743042
jc,log2.json,1679416589745,52,-0.6226624250411987,0.9929958581924438,0.0,-0.5478743314743042
jc,log2.json,1679416589745,52,-0.5036240220069885,1.5308846235275269,0.0,-0.5478743314743042
jc,log2.json,1679416589745,52,-0.9156800508499146,5.788372993469238,0.0,-0.5478743314743042
jc,log2.json,1679416589778,53,1.401298464324817e-45,3.8588210193832474e-34,0.0,1.7459506242224345e-39
jc,log2.json,1679416589812,54,1.401298464324817e-45,3.8588210193832474e-34,0.0,1.7459506242224345e-39
jc,log2.json,1679416589845,55,0.0,5.860352516174316,0.0,0.5478743314743042
jc,log2.json,1679416589845,55,-7.14230489730835,5.124537944793701,0.0,0.5478743314743042
jc,log2.json,1679416589845,55,-0.7004952430725098,1.117120385169983,0.0,-0.5478743314743042
jc,log2.json,1679416589845,55,-0.3662720322608948,5.848895072937012,0.0,-0.5478743314743042
jc,log2.json,1679416589845,55,-6.867600917816162,5.487208843231201,0.0,-0.5478743314743042
jc,log2.json,1679416589880,56,-0.6592896580696106,1.141923189163208,0.0,0.5478743314743042
jc,log2.json,1679416589880,56,-0.7004952430725098,1.117120385169983,0.0,-0.5478743314743042
jc,log2.json,1679416589880,56,-6.592896938323975,5.814388751983643,0.0,-0.5478743314743042
jc,log2.json,1679416589912,57,-0.5860352516174316,1.015042781829834,0.0,0.5478743314743042
jc,log2.json,1679416589912,57,3.685612440109253,3.56520414352417,0.0,0.5478743314743042
jc,log2.json,1679416589912,57,-7.14230489730835,5.124537944793701,0.0,0.5478743314743042
jc,log2.json,1679416589912,57,-0.5860352516174316,1.015042781829834,0.0,-0.5478743314743042
jc,log2.json,1679416589912,57,3.685612440109253,3.56520414352417,0.0,-0.5478743314743042
jc,log2.json,1679416589912,57,0.0,5.127808570861816,0.0,-0.5478743314743042
jc,log2.json,1679416589912,57,-7.14230489730835,5.124537944793701,0.0,-0.5478743314743042
jc,log2.json,1679416589946,58,1.7626842260360718,4.81532621383667,0.0,0.5478743314743042
jc,log2.json,1679416589946,58,1.7626842260360718,4.81532621383667,0.0,-0.5478743314743042
jc,log2.json,1679416589979,59,-0.6180840730667114,1.1647417545318604,0.0,0.5478743314743042
jc,log2.json,1679416589979,59,1.3185793161392212,5.106835842132568,0.0,0.5478743314743042
jc,log2.json,1679416589979,59,-0.7325440645217896,5.814388275146484,0.0,0.5478743314743042
jc,log2.json,1679416589979,59,-0.6180840730667114,1.1647417545318604,0.0,-0.5478743314743042
jc,log2.json,1679416589979,59,1.3185793161392212,5.106835842132568,0.0,-0.5478743314743042
jc,log2.json,1679416589979,59,-0.5494080781936646,5.834542274475098,0.0,-0.5478743314743042
jc,log2.json,1679416590012,60,-0.5860352516174316,1.015042781829834,0.0,0.5478743314743042
jc,log2.json,1679416590012,60,1.6024401187896729,4.870996475219727,0.0,0.5478743314743042
jc,log2.json,1679416590012,60,-0.5860352516174316,1.015042781829834,0.0,-0.5478743314743042
jc,log2.json,1679416590012,60,1.6024401187896729,4.870996475219727,0.0,-0.5478743314743042
jc,log2.json,1679416590046,61,-0.5494080781936646,1.0353260040283203,0.0,0.5478743314743042
jc,log2.json,1679416590046,61,1.9229282140731812,4.753605842590332,0.0,0.5478743314743042
jc,log2.json,1679416590046,61,-0.5494080781936646,1.0353260040283203,0.0,-0.5478743314743042
jc,log2.json,1679416590046,61,1.9229282140731812,4.753605842590332,0.0,-0.5478743314743042
jc,log2.json,1679416590079,62,-0.6180840730667114,1.1647417545318604,0.0,0.5478743314743042
jc,log2.json,1679416590079,62,-0.3296448290348053,1.7269251346588135,0.0,0.5478743314743042
jc,log2.json,1679416590079,62,0.3296448290348053,5.264005661010742,0.0,0.5478743314743042
jc,log2.json,1679416590079,62,4.120560169219971,3.292325496673584,0.0,0.5478743314743042
jc,log2.json,1679416590079,62,-0.6180840730667114,1.1647417545318604,0.0,-0.5478743314743042
jc,log2.json,1679416590112,63,-0.5768784284591675,1.1856907606124878,0.0,0.5478743314743042
jc,log2.json,1679416590112,63,-0.5768784284591675,1.1856907606124878,0.0,-0.5478743314743042
jc,log2.json,1679416590112,63,0.3296448290348053,5.264005661010742,0.0,-0.5478743314743042
jc,log2.json,1679416590145,64,1.401298464324817e-45,3.8588210193832474e-34,0.0,1.7459506242224345e-39
jc,log2.json,1679416590178,65,1.401298464324817e-45,3.8588210193832474e-34,0.0,1.7459506242224345e-39
jc,log2.json,1679416590212,66,-0.4578400254249573,1.391713261604309,0.0,0.5478743314743042
jc,log2.json,1679416590212,66,-0.4578400254249573,1.391713261604309,0.0,-0.5478743314743042
jc,log2.json,1679416590245,67,-0.6592896580696106,1.141923189163208,0.0,0.5478743314743042
jc,log2.json,1679416590245,67,-0.7508576512336731,5.959748268127441,0.0,-0.5478743314743042
jc,log2.json,1679416590278,68,1.401298464324817e-45,3.8588210193832474e-34,0.0,1.7459506242224345e-39
jc,log2.json,1679416590412,69,1.401298464324817e-45,3.8588210193832474e-34,0.0,1.7459506242224345e-39
jc,log2.json,1679416590445,70,-0.6592896580696106,1.141923189163208,0.0,0.5478743314743042
jc,log2.json,1679416590445,70,-0.6043488383293152,1.493990421295166,0.0,0.5478743314743042
jc,log2.json,1679416590445,70,-0.6592896580696106,1.141923189163208,0.0,-0.5478743314743042
jc,log2.json,1679416590478,71,-0.7004952430725098,1.117120385169983,0.0,0.5478743314743042
jc,log2.json,1679416590478,71,-0.6592896580696106,1.141923189163208,0.0,-0.5478743314743042
jc,log2.json,1679416590511,72,-0.5494080781936646,1.0353260040283203,0.0,-0.5478743314743042
jc,log2.json,1679416590511,72,-0.6592896580696106,1.141923189163208,0.0,-0.5478743314743042
jc,log2.json,1679416590645,73,1.401298464324817e-45,3.8588210193832474e-34,0.0,1.7459506242224345e-39
jc,log2.json,1679416590678,74,1.401298464324817e-45,3.8588210193832474e-34,0.0,1.7459506242224345e-39
jc,log2.json,1679416590778,75,1.401298464324817e-45,3.8588210193832474e-34,0.0,1.7459506242224345e-39
jc,log2.json,1679416590812,76,-0.7829064726829529,1.060994267463684,0.0,0.5478743314743042
jc,log2.json,1679416590812,76,-0.6043488383293152,1.493990421295166,0.0,0.5478743314743042
jc,log2.json,1679416590845,77,-0.640976071357727,1.3174341917037964,0.0,0.5478743314743042
jc,log2.json,1679416590845,77,-0.640976071357727,1.3174341917037964,0.0,-0.5478743314743042
jc,log2.json,1679416590878,78,-0.640976071357727,1.3174341917037964,0.0,0.5478743314743042
jc,log2.json,1679416590878,78,-0.6043488383293152,1.493990421295166,0.0,-0.5478743314743042
jc,log2.json,1679416590912,79,1.401298464324817e-45,3.8588210193832474e-34,0.0,1.7459506242224345e-39
jc,log2.json,1679416590945,80,-0.5494080781936646,1.3581730127334595,0.0,0.5478743314743042
jc,log2.json,1679416590945,80,-0.5494080781936646,1.3581730127334595,0.0,-0.5478743314743042
jc,log2.json,1679416590978,81,-0.5494080781936646,1.3581730127334595,0.0,0.5478743314743042
jc,log2.json,1679416590978,81,-0.5494080781936646,1.3581730127334595,0.0,-0.5478743314743042
jc,log2.json,1679416591012,82,-0.5539864301681519,1.5133881568908691,0.0,0.5478743314743042
jc,log2.json,1679416591012,82,-0.5539864301681519,1.5133881568908691,0.0,-0.5478743314743042
jc,log2.json,1679416591044,83,-0.5539864301681519,1.5133881568908691,0.0,0.5478743314743042
jc,log2.json,1679416591044,83,-0.5539864301681519,1.5133881568908691,0.0,-0.5478743314743042
jc,log2.json,1679416591112,84,-0.5951920747756958,1.3387417793273926,0.0,0.5478743314743042
jc,log2.json,1679416591112,84,-0.5951920747756958,1.3387417793273926,0.0,-0.5478743314743042
jc,log2.json,1679416591145,85,-0.6043488383293152,1.493990421295166,0.0,0.5478743314743042
jc,log2.json,1679416591145,85,-0.6043488383293152,1.493990421295166,0.0,-0.5478743314743042
jc,log2.json,1679416591178,86,-0.6043488383293152,1.493990421295166,0.0,0.5478743314743042
jc,log2.json,1679416591178,86,-0.6547112464904785,1.4726160764694214,0.0,-0.5478743314743042
jc,log2.json,1679416591212,87,-0.5494080781936646,1.3581730127334595,0.0,0.5478743314743042
