ts,frame,x,y,z,v
1679416401675,0,-0.5036240220069885,0.5319620370864868,0.0,0.5478743314743042
1679416401675,0,-0.5036240220069885,0.5319620370864868,0.0,-0.5478743314743042
1679416401708,1,-0.5219376683235168,0.707329511642456,0.0,0.5478743314743042
1679416401708,1,-0.5219376683235168,0.707329511642456,0.0,-0.5478743314743042
1679416401742,2,-0.5219376683235168,0.707329511642456,0.0,0.5478743314743042
1679416401742,2,-0.5219376683235168,0.707329511642456,0.0,-0.5478743314743042
1679416401775,3,-0.49446725845336914,0.7267985343933105,0.0,0.5478743314743042
1679416401775,3,-0.3296448290348053,1.124759316444397,0.0,0.5478743314743042
1679416401775,3,-0.49446725845336914,0.7267985343933105,0.0,-0.5478743314743042
1679416401775,3,-0.3296448290348053,1.124759316444397,0.0,-0.5478743314743042
1679416401775,3,-0.2060280293226242,2.187953472137451,0.0,-0.5478743314743042
1679416401809,4,-0.5265160202980042,0.5093148946762085,0.0,0.5478743314743042
1679416401809,4,-0.3296448290348053,1.124759316444397,0.0,0.5478743314743042
1679416401809,4,-0.5265160202980042,0.5093148946762085,0.0,-0.5478743314743042
1679416401809,4,-0.3296448290348053,1.124759316444397,0.0,-0.5478743314743042
1679416401841,5,-0.5036240220069885,0.5319620370864868,0.0,0.5478743314743042
1679416401841,5,-0.2930176258087158,1.134852409362793,0.0,0.5478743314743042
1679416401841,5,0.0,2.197632312774658,0.0,0.5478743314743042
1679416401841,5,1.378098487854004,6.147302150726318,0.0,0.5478743314743042
1679416401841,5,-0.5036240220069885,0.5319620370864868,0.0,-0.5478743314743042
1679416401841,5,-0.2930176258087158,1.134852409362793,0.0,-0.5478743314743042
1679416401841,5,1.378098487854004,6.147302150726318,0.0,-0.5478743314743042
1679416401875,6,1.401298464324817e-45,3.8588210193832474e-34,0.0,1.7459506242224345e-39
1679416401908,7,-0.5265160202980042,0.5093148946762085,0.0,0.5478743314743042
1679416401908,7,4.518881320953369,5.1957221031188965,0.0,0.5478743314743042
1679416401908,7,-0.5265160202980042,0.5093148946762085,0.0,-0.5478743314743042
1679416401908,7,1.007248044013977,1.0639240741729736,0.0,-0.5478743314743042
1679416401908,7,4.303696632385254,5.375315189361572,0.0,-0.5478743314743042
1679416401941,8,1.57496976852417,6.099831581115723,0.0,0.5478743314743042
1679416401941,8,1.57496976852417,6.099831581115723,0.0,-0.5478743314743042
1679416401975,9,1.57496976852417,6.099831581115723,0.0,0.5478743314743042
1679416401975,9,1.378098487854004,6.147302150726318,0.0,-0.5478743314743042
1679416402008,10,1.1079728603363037,1.1703165769577026,0.0,0.5478743314743042
1679416402008,10,1.57496976852417,6.099831581115723,0.0,0.5478743314743042
1679416402008,10,1.57496976852417,6.099831581115723,0.0,-0.5478743314743042
1679416402041,11,1.378098487854004,6.147302150726318,0.0,0.5478743314743042
1679416402041,11,1.1812273263931274,6.188148021697998,0.0,-0.5478743314743042
1679416402075,12,1.1812273263931274,6.188148021697998,0.0,0.5478743314743042
1679416402075,12,0.9843561053276062,6.222501277923584,0.0,-0.5478743314743042
1679416402107,13,-0.4166344404220581,0.9371193051338196,0.0,0.5478743314743042
1679416402107,13,0.9614640474319458,6.077791213989258,0.0,0.5478743314743042
1679416402107,13,4.303696632385254,5.375315189361572,0.0,0.5478743314743042
1679416402107,13,0.9614640474319458,6.077791213989258,0.0,-0.5478743314743042
1679416402107,13,4.303696632385254,5.375315189361572,0.0,-0.5478743314743042
1679416402209,14,-0.3845856189727783,0.9507211446762085,0.0,0.5478743314743042
1679416402209,14,-0.3845856189727783,0.9507211446762085,0.0,-0.5478743314743042
