ts,frame,x,y,z,v
1680172409244,521,1.3769390702703174e-34,8.72788599068091e-35,7.599447000146275e-35,6.809402297910905e-35
1680172409244,521,1.2340136508897125e-34,1.6101670217892962e-34,1.234011584591049e-34,1.279146664654038e-34
1680172409244,521,1.053448305465053e-34,1.1813478305530277e-34,7.148032488640925e-35,1.1362109137801154e-34
1680172409244,521,9.292134184540777e-35,8.163701507696503e-35,9.480161049233903e-35,8.991216814279887e-35
1680172409244,521,8.276526580473254e-35,1.5349352685422996e-34,1.211442667027112e-34,7.599417727581875e-35
1680172409244,521,9.028812544491416e-35,1.3694215313491944e-34,9.782224067309364e-35,1.5499849252695606e-34
1680172409244,521,9.782159782462053e-35,1.4446564988385565e-34,8.652711175441532e-35,1.745589940311274e-34
1680172409244,521,1.8283522042432258e-34,7.44895904245143e-35,1.9656526994841538e-35,7.862667621149863e-35
1680172409278,522,9.80908925027372e-45,6.726232628759122e-44,6.06123467160668e-38,5.987792619091416e-38
1680172409278,522,6.024505517817955e-38,5.877619170709885e-38,5.877619170709885e-38,6.061298570816653e-38
1680172409278,522,6.061298570816653e-38,6.02454419365557e-38,6.02454419365557e-38,5.840889456401774e-38
1680172409278,522,5.804147971186563e-38,7.530589157669282e-38,4.203895392974451e-45,1.793662034335766e-43
1680172409278,522,1.0158315678837781e-34,1.271624993135588e-34,1.3619012373631867e-34,1.6703490035146616e-34
1680172409278,522,1.95645491536645e-34,7.524205604172182e-35,7.035189622736793e-35,1.4898019103948634e-34
1680172409278,522,1.3844772721780759e-34,6.32046437664725e-35,1.0459272079184538e-34,1.2264848621203102e-34
1680172409278,522,1.813296807797455e-34,1.6703597941854601e-34,1.128688438701074e-34,9.141707067862136e-35
1680172409278,522,6.019474111961284e-35,1.015829157202004e-34,7.975579937647964e-35,9.066398517181478e-35
1680172409278,522,1.0384065695493355e-34,9.179260324156692e-35,6.734287175744029e-35,7.223223375092131e-35
1680172409278,522,1.0158295015851146e-34,1.1211519587088684e-34,1.3092470112578918e-34,1.0233541577571898e-34
1680172409278,522,1.1813524223278356e-34,5.831485703382174e-35,3.2354256576481605e-35,7.411261719222277e-35
1680172409311,523,-0.6729568839073181,3.4829251766204834,10.16618537902832,0.14917290210723877
1680172409311,523,-0.33647844195365906,8.101030349731445,7.084846496582031,0.29834580421447754
1680172409311,523,-0.9613669514656067,3.709132194519043,-0.3251686692237854,0.8950374126434326
1680172409311,523,-0.8411961197853088,5.241172790527344,0.8979079723358154,-2.834285259246826
1680172409311,523,-0.8411961197853088,5.042603492736816,1.687685489654541,-2.685112237930298
1680172409311,523,-0.8411961197853088,5.261551856994629,0.7695473432540894,-2.5359392166137695
1680172409311,523,-0.5047176480293274,5.262815475463867,-1.0157634019851685,-2.3867664337158203
1680172409311,523,-1.1776745319366455,5.1319661140441895,-1.1223862171173096,-2.237593650817871
1680172409311,523,-0.6729568839073181,5.327696323394775,0.38278210163116455,-2.0884206295013428
1680172409311,523,-0.33647844195365906,5.3534979820251465,-0.4588911533355713,-1.939247727394104
1680172409311,523,-0.33647844195365906,5.235030174255371,1.210365891456604,-1.7900748252868652
1680172409311,523,-1.3459137678146362,1.9997596740722656,4.813857078552246,17.453229904174805
1680172409311,523,-1.3459137678146362,1.3280596733093262,5.040686130523682,17.602401733398438
1680172409311,523,-1.514153003692627,4.8746843338012695,1.711296558380127,17.751575469970703
1680172409311,523,1.514153003692627,5.1007537841796875,0.8206050395965576,17.90074920654297
1680172409311,523,3.0763742923736572,5.328330993652344,0.03355558589100838,-1.0442103147506714
1680172409345,524,-0.9733840227127075,10.33649730682373,-0.1054471954703331,0.14917290210723877
1680172409345,524,-0.8411960601806641,3.7315220832824707,-0.3946571350097656,1.1933832168579102
1680172409345,524,-0.8411960601806641,3.740868091583252,-0.29311618208885193,1.342556118965149
1680172409345,524,-0.937332808971405,3.4843430519104004,-3.4600350856781006,16.856538772583008
1680172409345,524,-0.8411961197853088,5.245141983032227,-0.8744233250617981,17.00571060180664
1680172409345,524,-0.6729568839073181,1.4776129722595215,-5.132984638214111,17.154884338378906
1680172409345,524,1.0094352960586548,5.214485168457031,-0.8797308206558228,17.154884338378906
1680172409345,524,-0.312444269657135,4.9682722091674805,0.45796260237693787,-1.7900748252868652
1680172409345,524,-0.4686664044857025,4.927611827850342,0.7000558972358704,-1.6409019231796265
1680172409345,524,0.16823922097682953,2.0650267601013184,-4.9690141677856445,-20.73503303527832
1680172409345,524,0.0,2.0080926418304443,-4.995128154754639,-20.585861206054688
1680172409345,524,2.355349063873291,3.446934223175049,-3.3992230892181396,-1.342556118965149
1680172409345,524,2.355349063873291,4.01814603805542,-2.700106620788574,-1.1933832168579102
1680172409345,524,-0.8411961197853088,5.315465927124023,-0.14816759526729584,-1.0442103147506714
1680172409379,525,-0.9613669514656067,3.717733860015869,-0.20457378029823303,0.7458645105361938
1680172409379,525,-0.9613669514656067,3.7201788425445557,-0.1538316011428833,0.8950374126434326
1680172409379,525,-1.0094352960586548,3.3456196784973145,-4.095315933227539,15.066463470458984
1680172409379,525,-1.0094352960586548,2.6967804431915283,-4.548863410949707,15.215636253356934
1680172409379,525,-1.1776745319366455,0.6989568471908569,-5.20656156539917,15.364809036254883
1680172409379,525,-1.3459137678146362,2.651308059692383,4.4880757331848145,15.663154602050781
1680172409379,525,-1.24977707862854,2.47188138961792,-4.1616034507751465,17.00571060180664
1680172409379,525,2.18710994720459,3.229687213897705,3.7107157707214355,-1.7900748252868652
1680172409379,525,-0.8411961197853088,4.720930099487305,-2.447232723236084,-1.7900748252868652
1680172409379,525,0.16823922097682953,5.33183479309082,0.7259312272071838,-20.73503303527832
1680172409379,525,-0.6729568839073181,3.6827075481414795,-3.8689191341400146,-1.4917290210723877
1680172409379,525,-1.0094352960586548,5.1250481605529785,1.303328514099121,17.751575469970703
1680172409379,525,-1.0094352960586548,5.168150901794434,-1.1202675104141235,17.90074920654297
1680172409379,525,-0.1562221348285675,4.939904689788818,-0.7510111331939697,-1.0442103147506714
1680172409379,525,0.4686664044857025,3.0951647758483887,3.897613286972046,-19.989168167114258
1680172409379,525,0.4686664044857025,4.036649227142334,2.9115114212036133,-19.839996337890625
1680172409379,525,0.0,4.95031213760376,-9.126673698425293,-19.243305206298828
1680172409411,526,-0.8411960601806641,3.74517560005188,-0.2316700965166092,0.8950374126434326
1680172409411,526,-0.8411960601806641,3.744492530822754,-0.24245832860469818,1.0442103147506714
1680172409411,526,-1.0094352960586548,0.9435008764266968,-5.203324794769287,14.76811695098877
1680172409411,526,-1.0094352960586548,0.9943631291389465,-5.193844795227051,14.917289733886719
1680172409411,526,-1.3459137678146362,1.4932671785354614,-4.994237899780273,15.215636253356934
1680172409411,526,1.24977707862854,4.839857578277588,-0.07014616578817368,17.154884338378906
1680172409411,526,-0.312444269657135,4.970154762268066,-0.43706104159355164,-1.7900748252868652
1680172409411,526,-0.937332808971405,1.2594718933105469,-4.746179580688477,17.453229904174805
1680172409411,526,-0.937332808971405,1.6275990009307861,4.632862091064453,17.751575469970703
1680172409411,526,-1.093554973602295,1.3481253385543823,-4.688046455383301,17.90074920654297
1680172409411,526,-1.093554973602295,2.6768267154693604,-4.077967643737793,18.0499210357666
1680172409411,526,-1.1776745319366455,3.4487464427948,3.962697744369507,18.199094772338867
1680172409411,526,0.3605126142501831,1.8427670001983643,5.4540252685546875,-19.69082260131836
1680172409411,526,0.0,10.691634178161621,-1.2743366956710815,-0.14917290210723877
1680172409444,527,-0.7210252285003662,3.767439603805542,-0.2722950875759125,0.8950374126434326
1680172409444,527,-0.937332808971405,2.337364673614502,-4.318473815917969,14.76811695098877
1680172409444,527,-1.3459137678146362,1.398188591003418,5.021685600280762,14.917289733886719
1680172409444,527,-1.093554973602295,2.9304885864257812,-3.8996741771698,17.00571060180664
1680172409444,527,-1.093554973602295,2.428262710571289,4.2306928634643555,17.154884338378906
1680172409444,527,-0.62488853931427,4.711474418640137,1.5500338077545166,17.30405616760254
1680172409444,527,1.0094352960586548,5.236851692199707,-0.734960675239563,17.453229904174805
1680172409444,527,-0.5047176480293274,5.2527971267700195,-1.0663597583770752,-1.4917290210723877
1680172409444,527,2.6918275356292725,4.49284553527832,1.2458515167236328,-1.4917290210723877
1680172409444,527,-1.093554973602295,2.1429319381713867,4.382130146026611,17.751575469970703
1680172409444,527,2.5235884189605713,4.2113728523254395,2.2089779376983643,-1.1933832168579102
1680172409444,527,-0.8411961197853088,5.2867350578308105,-0.5714580416679382,-1.1933832168579102
1680172409444,527,2.8600666522979736,4.159843921661377,1.8706837892532349,-1.0442103147506714
1680172409444,527,1.0094352960586548,5.143587112426758,-1.2281266450881958,-1.0442103147506714
1680172409444,527,-1.0094352960586548,3.5561842918395996,3.9138646125793457,-19.989168167114258
1680172409444,527,1.8506314754486084,4.027370452880859,3.05600905418396,-19.989168167114258
1680172409444,527,-0.9733840227127075,10.335479736328125,0.17926450073719025,-0.14917290210723877
1680172409477,528,9.80908925027372e-45,4.484155085839415e-44,6.244941537163349e-38,6.024561569756528e-38
1680172409477,528,5.987809434672988e-38,5.987809434672988e-38,5.987783650781244e-38,5.804112658465262e-38
1680172409477,528,6.171445114267669e-38,6.097967749031105e-38,4.203895392974451e-45,1.793662034335766e-43
1680172409477,528,1.151246450799842e-34,9.857322544292561e-35,1.030883520498443e-34,8.53983329725449e-35
1680172409477,528,4.5520229524297976e-35,7.862651549938035e-35,1.4521709383116841e-34,1.2640979262817386e-34
1680172409477,528,1.3393303682949564e-34,1.4145682056435735e-34,8.915951885459904e-35,9.782177001617583e-35
1680172409477,528,1.083541305229214e-34,1.346858697886878e-34,1.1512494354534672e-34,7.97561839376198e-35
1680172409477,528,8.765525916724965e-35,9.555427125997589e-35,8.840748371627976e-35,1.324284614576282e-34
1680172409511,529,9.80908925027372e-45,7.286752014489049e-44,7.787738075741214e-38,6.097979519938205e-38
1680172409511,529,6.428577777277416e-38,5.987767956238444e-38,6.134714839440173e-38,6.281669009393917e-38
1680172409511,529,6.28167517510716e-38,6.28167517510716e-38,5.840825557191801e-38,5.951071312574091e-38
1680172409511,529,6.318422826035614e-38,6.318401526298956e-38,6.061224021738351e-38,4.203895392974451e-45
1680172409511,529,1.793662034335766e-43,1.256562020261384e-34,1.324286910463686e-34,1.670356809531835e-34
1680172409511,529,9.404974754557505e-35,7.260837472402891e-35,1.1136349937595964e-34,7.93796928416831e-35
1680172409511,529,1.2340032046020245e-34,1.173819960138587e-34,1.2264866988302333e-34,7.749893057895999e-35
1680172409511,529,1.2640983854592194e-34,1.6026444319158845e-34,6.245235034082027e-35,1.1286755817316118e-34
1680172409511,529,9.782213735816046e-35,1.196391288384298e-34,6.771873148434091e-35,9.141666889832567e-35
1680172409511,529,1.0609718136934261e-34,1.3167655833283466e-34,1.843390840710948e-34,1.1061192915483966e-34
1680172409511,529,8.69029485224419e-35,1.0233470405062375e-34,1.1061181436046946e-34,8.840676051174751e-35
1680172409511,529,1.188863303175487e-34,1.6026416768509998e-34,8.013221011635721e-35,3.3294738152917084e-35
1680172409511,529,4.589599454584318e-35,3.877031998271377e-34,1.401298464324817e-45,3.8588210193832474e-34
1680172409544,530,9.80908925027372e-45,5.605193857299268e-44,5.95101638167429e-38,5.951021426348761e-38
1680172409544,530,5.877557513577454e-38,6.53879550669042e-38,6.281657238486816e-38,6.024524014957684e-38
1680172409544,530,5.987781408703701e-38,6.171464171926784e-38,6.134712036843244e-38,6.024495988988397e-38
1680172409544,530,4.203895392974451e-45,1.793662034335766e-43,8.12605067618728e-35,9.10404303500034e-35
1680172409544,530,9.480220742306406e-35,9.028798195195141e-35,9.405002305206352e-35,1.4747454807997608e-34
1680172409544,530,1.083547618919575e-34,1.0910625175701834e-34,1.4672192175065028e-34,2.0918810481307935e-34
1680172409544,530,8.050852902073862e-35,8.238855085977395e-35,1.407041023995354e-34,1.1813426648063688e-34
1680172409544,530,1.4145701571478668e-34,1.1512509277802798e-34,1.4822726624479803e-34,8.389341321756687e-35
1680172409544,530,1.3919918264455737e-34,8.916020188110171e-35,9.254503442046338e-35,6.809478636167086e-35
1680172409544,530,1.685397741886961e-34,9.028861906070601e-35,1.1512547159944963e-34,7.148011251682438e-35
1680172409578,531,-2.2712292671203613,9.799201011657715,2.5727293491363525,-18.944957733154297
1680172409578,531,-1.3218796253204346,1.2135391235351562,3.8305327892303467,20.585861206054688
1680172409578,531,-0.7210252285003662,4.556744575500488,-0.10188218206167221,-3.1326308250427246
1680172409578,531,-1.5622212886810303,1.946199655532837,-4.331611156463623,17.30405616760254
1680172409578,531,-1.24977707862854,2.3923704624176025,-4.207814693450928,17.453229904174805
1680172409578,531,-1.24977707862854,2.326734781265259,-4.244460582733154,17.602401733398438
1680172409578,531,2.655776262283325,4.150305271148682,0.8443347811698914,-20.436687469482422
1680172409578,531,-1.5622212886810303,3.9055490493774414,2.7013394832611084,-20.436687469482422
1680172409578,531,-1.24977707862854,4.323098659515381,-2.1771442890167236,17.90074920654297
1680172409578,531,-1.4059991836547852,3.572594404220581,-3.2016899585723877,18.0499210357666
1680172409578,531,-0.5768201947212219,4.57796049118042,0.0611104816198349,-0.8950374126434326
1680172409578,531,0.0,4.998816013336182,0.05407872796058655,-0.7458645105361938
1680172409578,531,-0.1562221348285675,4.991297721862793,-0.2315741926431656,-0.5966916084289551
1680172409578,531,-2.2712292671203613,10.130606651306152,-0.11870475858449936,-19.243305206298828
1680172409611,532,9.80908925027372e-45,6.726232628759122e-44,7.199986416174985e-38,6.097979519938205e-38
1680172409611,532,6.134693539703515e-38,6.134725489308502e-38,5.80414965274472e-38,5.840882169649759e-38
1680172409611,532,5.620454558095151e-38,5.877595628895684e-38,6.024541951578027e-38,6.208188281041038e-38
1680172409611,532,5.546974390261658e-38,5.840842933292758e-38,4.203895392974451e-45,1.793662034335766e-43
1680172409611,532,7.561782967284479e-35,8.878367634685395e-35,1.4822662339632493e-34,1.1136397003287745e-34
1680172409611,532,9.78226194945153e-35,1.0007819111565171e-34,8.464563776659698e-35,1.3844700401327534e-34
1680172409611,532,1.3844696957496428e-34,1.301714434274273e-34,1.4672287454392292e-34,8.765532230415326e-35
1680172409611,532,8.878369356600948e-35,6.282878403957188e-35,7.18557426549846e-35,1.068488663848328e-34
1680172409611,532,1.4070464193307532e-34,9.593099194465299e-35,1.324282203894508e-34,8.46460567660482e-35
1680172409611,532,1.1888571042794964e-34,1.3017244213844802e-34,1.2716260262849197e-34,8.690239750946495e-35
1680172409611,532,9.63160926183545e-35,4.420376768687317e-35,7.110366159891724e-35,1.249046777227665e-34
1680172409611,532,1.0233639152786566e-34,8.577411234338638e-35,3.404692826363613e-35,9.480157605402797e-35
1680172409643,533,9.80908925027372e-45,6.726232628759122e-44,7.457120760742889e-38,6.208184357405337e-38
1680172409643,533,6.20821686752971e-38,6.171474261275727e-38,5.951037120891562e-38,6.024498791585326e-38
1680172409643,533,6.024498791585326e-38,5.693897171129801e-38,5.693897171129801e-38,6.024485339120068e-38
1680172409643,533,5.693892126455329e-38,8.338740402820833e-38,4.203895392974451e-45,1.793662034335766e-43
1680172409643,533,8.840697288133238e-35,9.480222464221959e-35,1.3619073214648072e-34,1.06096825506795e-34
1680172409643,533,1.271629125732915e-34,8.765479425005035e-35,1.4296061533450743e-34,1.3092452893423389e-34
1680172409643,533,1.5800714965489907e-34,1.279146664654038e-34,9.517845171110484e-35,1.4897977777975363e-34
1680172409643,533,1.8132952006762722e-34,6.282895623112717e-35,1.279135070422648e-34,1.3167668460664187e-34
1680172409643,533,8.878341231980249e-35,1.234002975013284e-34,8.013222159579423e-35,9.179270081678159e-35
1680172409643,533,9.857428155113143e-35,8.727888286568314e-35,1.1963822196290524e-34,1.2189616982750475e-34
1680172409643,533,1.5575061376105299e-34,1.7305433830320083e-34,1.1663043727217573e-34,1.083537172631887e-34
1680172409643,533,6.621408723585136e-35,4.815832181566573e-35,2.4830940628678454e-35,5.981808357183935e-35
1680172409677,534,9.80908925027372e-45,5.044674471569341e-44,5.804135079240691e-38,5.58375511183387e-38
1680172409677,534,5.877598992011998e-38,5.804136760798848e-38,5.436797018244426e-38,5.804116021581576e-38
1680172409677,534,5.877564239810083e-38,6.024495988988397e-38,6.024495988988397e-38,4.203895392974451e-45
1680172409677,534,1.793662034335766e-43,6.959912066536087e-35,1.4973208268484287e-34,9.292134758512628e-35
1680172409677,534,9.141672629551077e-35,7.712276664697834e-35,1.0910638951026257e-34,7.674662567387074e-35
1680172409677,534,7.636983037285301e-35,7.975567884239093e-35,7.148016991400948e-35,1.1512427773799958e-34
1680172409677,534,7.336150040886507e-35,1.1286727118723569e-34,5.90671102814444e-35,9.707003908293757e-35
1680172409677,534,9.631726352093052e-35,7.825109773080499e-35,8.652625079663883e-35,9.104049348690701e-35
1680172409677,534,9.104030407619619e-35,7.185595502456947e-35,1.6101631187807095e-34,1.2189657160780044e-34
1680172409711,535,9.80908925027372e-45,6.726232628759122e-44,6.134709794765701e-38,6.134701386974915e-38
1680172409711,535,6.024533543787241e-38,6.244948823915363e-38,6.171461929849241e-38,5.98779598220773e-38
1680172409711,535,5.987770198315987e-38,6.097957659682162e-38,6.097957659682162e-38,6.244898377170648e-38
1680172409711,535,6.024487581197611e-38,7.787743680935072e-38,4.203895392974451e-45,1.793662034335766e-43
1680172409711,535,1.5650224137935807e-34,9.442613532657857e-35,1.69291883943356e-34,1.3694350770848777e-34
1680172409711,535,8.502197389013392e-35,8.652607860508354e-35,6.019551024189317e-35,1.0609702065722434e-34
1680172409711,535,1.4672279418786378e-34,1.143725927225094e-34,1.1963894516743749e-34,1.26410458435521e-34
1680172409711,535,1.1361984011937639e-34,1.3920021579388915e-34,9.555438031462758e-35,1.7681550696609944e-34
1680172409711,535,1.1286934896533626e-34,6.696634622319252e-35,1.4898003032736807e-34,1.0083131106076936e-34
1680172409711,535,8.727896322174228e-35,1.7305400539952726e-34,1.2039214546861427e-34,6.734292341490688e-35
1680172409711,535,8.915954755319158e-35,6.809472322476725e-35,6.057119203751998e-35,1.3017200591984127e-34
1680172409711,535,4.7965240554852804e-35,6.997554862439397e-35,4.646016295761576e-35,6.057110594174233e-35
1680172409742,536,9.80908925027372e-45,7.286752014489049e-44,7.897947397363433e-38,7.053042335570184e-38
1680172409742,536,6.024485899639454e-38,7.530589718188667e-38,5.95107019153532e-38,5.73067565062447e-38
1680172409742,536,5.73067565062447e-38,5.951053936473134e-38,5.951053936473134e-38,6.171473140236956e-38
1680172409742,536,6.538784856822091e-38,6.134687934509658e-38,6.134687373990272e-38,4.203895392974451e-45
1680172409742,536,1.793662034335766e-43,1.534929069646309e-34,6.245275212111596e-35,9.517776868460216e-35
1680172409742,536,8.652656648115688e-35,1.7455871852463892e-34,1.0459346695525167e-34,1.1437168584698484e-34
1680172409742,536,8.652670997411962e-35,5.304869399960449e-35,6.24525397515311e-35,9.442565892994225e-35
1680172409742,536,1.391996647809122e-34,1.2114419782608908e-34,1.0910671093449912e-34,1.5424563660888987e-34
1680172409742,536,9.631676990513867e-35,7.937966988280906e-35,9.329713843540478e-35,1.7907228392812293e-34
1680172409742,536,1.173823518764063e-34,1.1211552877456041e-34,1.1211590759598206e-34,1.1061095340269298e-34
1680172409742,536,8.765531082471624e-35,1.7982391154642801e-34,1.5725586641970458e-34,7.072825530977891e-35
1680172409742,536,1.1362085030983412e-34,1.1738192713723657e-34,7.336123638181361e-35,4.5896026114294986e-35
1680172409742,536,8.690233437256134e-35,3.877031998271377e-34,1.401298464324817e-45,3.8588210193832474e-34
1680172409776,537,9.80908925027372e-45,4.484155085839415e-44,5.5469452432536e-38,6.832643871023634e-38
1680172409776,537,7.604083338487418e-38,6.281694232766274e-38,5.804124989891748e-38,6.318399844740799e-38
1680172409776,537,6.391836292062205e-38,7.714263513101578e-38,4.203895392974451e-45,1.793662034335766e-43
1680172409776,537,7.52416944394557e-35,9.706829420851057e-35,1.143730633794272e-34,1.6026506308118752e-34
1680172409776,537,1.264103436411508e-34,9.179320591201046e-35,1.2791440243835235e-34,7.900356334801251e-35
1680172409776,537,8.727853848257255e-35,1.391990793296242e-34,1.2340018270695821e-34,7.185629366796155e-35
1680172409776,537,1.279144253972264e-34,7.787452627880915e-35,6.057158233837865e-35,1.1662870387718575e-34
1680172409776,537,7.260901183278351e-35,1.0459247972366797e-34,1.0910642394857363e-34,9.028783271927015e-35
1680172409810,538,9.80908925027372e-45,5.044674471569341e-44,7.567323916651864e-38,6.391830126348962e-38
1680172409810,538,6.244893332496176e-38,6.281625849401215e-38,5.767382383637766e-38,6.024521772880141e-38
1680172409810,538,6.024521772880141e-38,6.208207899219538e-38,6.061271105366752e-38,4.203895392974451e-45
1680172409810,538,1.793662034335766e-43,7.110367307835426e-35,7.862713538897942e-35,9.216918043328127e-35
1680172409810,538,1.0158337489768119e-34,1.5349346945704486e-34,9.631738979473774e-35,1.166304717104868e-34
1680172409810,538,6.659022820895896e-35,8.351708283374845e-35,8.088392957015844e-35,7.524167722030017e-35
1680172409810,538,1.038390039160027e-34,9.85738568119617e-35,1.0985817784068593e-34,1.557504989666828e-34
1680172409810,538,1.1437277639350172e-34,1.4672287454392292e-34,8.727904931751993e-35,1.5650315973431965e-34
1680172409810,538,8.840745501768721e-35,7.937939437632058e-35,8.727937074175648e-35,7.637019771483765e-35
1680172409844,539,9.80908925027372e-45,6.165713243029195e-44,7.530594202343753e-38,6.024493746910854e-38
1680172409844,539,6.502052900436438e-38,7.53062615194874e-38,8.302030306691223e-38,6.061275029002452e-38
1680172409844,539,6.097995214481005e-38,5.473509356451579e-38,5.326563033769236e-38,5.87755415046114e-38
1680172409844,539,5.87755415046114e-38,4.203895392974451e-45,1.793662034335766e-43,4.4767792605683005e-35
1680172409844,539,8.953536136234412e-35,1.0158270909033404e-34,8.464561480772294e-35,8.276499029824407e-35
1680172409844,539,1.2039112379871951e-34,5.304847589030111e-35,7.072758950243176e-35,1.1061052866352325e-34
1680172409844,539,8.614998928944253e-35,9.141619824140786e-35,7.223264127093551e-35,1.3844690069834216e-34
1680172409844,539,1.2264819922610552e-34,9.631802116377382e-35,9.631662067245741e-35,1.2791468942427784e-34
1680172409844,539,9.028817136266224e-35,8.615016722071633e-35,9.028829763646945e-35,6.245247087490898e-35
1680172409844,539,1.48979410437769e-34,5.530532172894672e-35,6.73422403884042e-35,9.329724175033796e-35
1680172409844,539,1.5650216102329893e-34,1.3393386334896106e-34,5.75625521287325e-35,1.0684917632963233e-34
1680172409876,540,9.80908925027372e-45,7.286752014489049e-44,6.795933774894024e-38,8.081620631756958e-38
1680172409876,540,6.061226824335279e-38,6.061226824335279e-38,5.767400320258109e-38,6.134738381254374e-38
1680172409876,540,6.06124251887808e-38,6.575524660479145e-38,5.730647064135798e-38,6.171449598422755e-38
1680172409876,540,5.98777636402923e-38,6.061231869009751e-38,6.281632015114458e-38,4.203895392974451e-45
1680172409876,540,1.793662034335766e-43,1.3769426288957935e-34,9.329763205119663e-35,7.937965840337204e-35
1680172409876,540,5.79381707874557e-35,8.803083764794328e-35,1.4070464193307532e-34,9.517844023166782e-35
1680172409876,540,1.1512524201070924e-34,9.292169196823687e-35,1.4070406796122433e-34,1.4446570728104075e-34
1680172409876,540,9.6318124478707e-35,1.3167642057959042e-34,1.4220897623676533e-34,6.7718496155882e-35
1680172409876,540,7.637010013962298e-35,9.028828615703243e-35,7.26083115871253e-35,7.29839876430336e-35
1680172409876,540,7.524184367213696e-35,1.2941871378316832e-34,1.2791535523162499e-34,1.1662974850595455e-34
1680172409876,540,1.602642939589072e-34,1.7079732027299992e-34,1.835868710015017e-34,1.7079761873836243e-34
1680172409876,540,1.3844763538231143e-34,1.3694281894226658e-34,6.734264216869989e-35,2.990913649127509e-35
1680172409876,540,5.191943308137924e-35,3.877031998271377e-34,1.401298464324817e-45,3.8588210193832474e-34
1680172409911,541,9.80908925027372e-45,5.044674471569341e-44,7.787729107431043e-38,6.759199015911442e-38
1680172409911,541,7.934700653485744e-38,8.191813137797604e-38,6.538786538380248e-38,6.538786538380248e-38
1680172409911,541,1.013879235815392e-37,5.804139002876391e-38,6.061245881994394e-38,4.203895392974451e-45
1680172409911,541,1.793662034335766e-43,7.975560996576881e-35,4.213467952012257e-35,8.502187631491925e-35
1680172409911,541,7.67465453178116e-35,9.593037205505392e-35,9.141670907635524e-35,9.706929291953129e-35
1680172409911,541,8.088431987101712e-35,6.809458547152301e-35,7.825112068967903e-35,6.508530845398094e-35
1680172409911,541,7.411329447900693e-35,9.367344586034917e-35,1.121160453492263e-34,9.782159782462053e-35
1680172409911,541,9.55546271225235e-35,8.502228383493345e-35,6.771845597785243e-35,6.395705198649492e-35
1680172409911,541,1.309236105792723e-34,1.2039149114070414e-34,1.0233545021403004e-34,9.442594591586775e-35
1680172409944,542,9.80908925027372e-45,5.605193857299268e-44,5.877584418507969e-38,7.530606533770239e-38
1680172409944,542,5.84085190160293e-38,9.771482883646327e-38,6.024552601446356e-38,6.244936492488877e-38
1680172409944,542,6.244936492488877e-38,5.546951969486229e-38,5.106162327145143e-38,5.877567602926397e-38
1680172409944,542,4.203895392974451e-45,1.793662034335766e-43,6.997517554269083e-35,7.749878708599724e-35
1680172409944,542,1.1663005845075408e-34,1.264102862439657e-34,1.0910644690744767e-34,1.1738271921839094e-34
1680172409944,542,8.389309753304883e-35,1.512363021941627e-34,1.1813471417868065e-34,1.2565815353043176e-34
1680172409944,542,1.3017106460600565e-34,1.2490587158421656e-34,7.448882704195249e-35,7.82513330592639e-35
1680172409944,542,7.298483138165456e-35,1.482271858887389e-34,1.0158293867907444e-34,1.1362056332390863e-34
1680172409944,542,8.727844090735788e-35,7.97558338147907e-35,1.3844679738340899e-34,1.2791480421864804e-34
1680172409944,542,1.0835472745364643e-34,9.066403108956286e-35,8.163680844709868e-35,8.878342953895802e-35
1680172409976,543,9.80908925027372e-45,4.484155085839415e-44,8.485688407061333e-38,5.840834525501972e-38
1680172409976,543,6.208175949614551e-38,7.567330642884493e-38,8.595888199853994e-38,6.39184750244992e-38
1680172409976,543,6.465314778337541e-38,5.951023668426304e-38,4.203895392974451e-45,1.793662034335766e-43
1680172409976,543,5.718575108799626e-35,1.4295986917110115e-34,1.5575100406191166e-34,8.464589031421142e-35
1680172409976,543,1.256573040520923e-34,1.5198915811222888e-34,8.426996745040719e-35,7.411314524632568e-35
1680172409976,543,8.238879766766988e-35,4.3450891679792195e-35,1.2415322229601672e-34,8.878391741503136e-35
1680172409976,543,1.0534499125862357e-34,1.5198910071504379e-34,8.57744165484674e-35,1.3092400088013098e-34
1680172409976,543,8.426982395744444e-35,1.3618954976446768e-34,1.850914234144951e-34,9.631768826010025e-35
1680172410010,544,9.80908925027372e-45,5.044674471569341e-44,8.191815940394533e-38,7.457123002820431e-38
1680172410010,544,7.457123002820431e-38,5.951064025822077e-38,5.804138442357005e-38,5.804138442357005e-38
1680172410010,544,6.171463050888013e-38,6.171463050888013e-38,6.208173147017623e-38,4.203895392974451e-45
1680172410010,544,1.793662034335766e-43,4.664851182051729e-35,1.045913891771511e-34,1.3619047959886628e-34
1680172410010,544,5.793862996493649e-35,4.6084159737752396e-35,6.019456318833904e-35,5.492951365951269e-35
1680172410010,544,8.84073918807836e-35,1.2114337130662366e-34,1.4596996122867163e-34,1.3919968773978624e-34
1680172410010,544,8.502268561522914e-35,8.276461147682242e-35,9.63164370014651e-35,7.035209137779726e-35
1680172410010,544,1.0760098761892972e-34,7.787493953854186e-35,1.3769479094368226e-34,1.5499860732132626e-34
1680172410010,544,1.4070456157701618e-34,9.028815414350671e-35,1.557502693779424e-34,6.922360532157085e-35
1680172410042,545,9.80908925027372e-45,6.165713243029195e-44,7.383654605894039e-38,8.155087347125194e-38
